#船员



"achievement.avenger.common.wrongKill.title" : "無実の者を殺す"
"achievement.avenger.common.wrongKill.goal" : "尋仇フェーズで殺害者以外をキルする"
"achievement.avenger.common.wrongKill.cond" : ""

"achievement.avenger.common.timeout.title" : "魂の消失"
"achievement.avenger.common.timeout.goal" : "尋仇時間が終了し、誰もキルしていない"
"achievement.avenger.common.timeout.cond" : ""





"role.imagination.name" : "想像力"
"role.imagination.short" : "想"
"role.imagination.blurb" : "豊かな想像"
"role.imagination.doc" : "最後まで生き残り他人の勝利を奪う<br>各ラウンドで職業を一つ想像し、そのスキルを得る。"
"teams.imagination" : "想像力"
"options.role.imagination.candidateCount" : "ラウンドごとに想像できる職業の数"
"options.role.imagination.roleFilter" : "想像可能な職業"
"options.role.imagination.detail" : "想像力はラウンドごとに職業を一つ想像し、その特性を得る<br>最後まで生き残り勝利を奪う。<br><b>これは Half Sugar からのプレゼントの一つです！</b>"
"role.imagination.ability.title" : "<b>固有アビリティ【想像力抜群】</b>"
"role.imagination.ability.main" : "各ラウンドの会議終了後またはゲーム開始時に職業を一つ選び、その能力を得られます。<br>そのラウンド終了後、再び職業を選ぶ必要があります。"
"role.imagination.doc.skill" : "<b>想像</b><br>ラウンドごとに自動使用、職業を選びその能力を得る。"
"role.imagination.tips" : "<b>·特定の職業は選択してもそのスキルを持てません。</b><br><b>·勝利を奪うことができます。</b>"

"role.imagination.prefix" : "想像の%ROLE%"
"role.imagination.select" : "想像する職業を選んでください（選択後、このウィンドウを手動で閉じてください）"

"role.spirit.name" : "「霊」"
"role.spirit.short" : "霊"
"role.spirit.blurb" : "霊は生まれ、砕け、大業を託す。霊は連なり、霊はまた霊を砕く。尽きることなし。"
"role.spirit.doc" : "霊撃を使って選択した者を自殺させることができます。<br><b>還霊</b>を使って他者を霊にし、自身は砕霊になります。"
"options.role.spirit.detail" : "他人を霊に変え、共に勝利する<br><b>これは Half Sugar からのプレゼントの一つです！</b>"
"role.spirit.ability.title" : "<b>固有アビリティ【霊焔】</b>"
"role.spirit.ability.main" : "特殊なキル能力を持ち、選択した者を直接自殺させることができます。回数はホスト設定に依存。<br>キル回数を使い切ると還霊スキルがアンロックされます。<br>誰かに使うと、その人を霊にし、あなたは砕霊になります。<br>砕霊がキルできるかどうか、キル回数はホスト設定に依存。<br>霊が死亡すると、すべての砕霊も連鎖死亡します。<br>砕霊と霊には、霊陣営のみが見える名前の後の}{マークがあります。"
"role.spirit.doc.sb" : "<b>還霊</b><br>他者を霊に変え、自身は砕霊になる"
"options.role.spirit.KillCoolDown" : "キルクールタイム"
"options.role.spirit.KillMaxUses" : "最大キル回数"
"options.role.spirit.SoulBack" : "還霊使用可能"
"button.label.spirit.kill" : "霊撃"
"button.label.spirit.sb" : "還霊"

"role.brokenspirit.name" : "「砕霊」"
"role.brokenspirit.short" : "砕"
"role.brokenspirit.blurb" : "壊れかけた「魂」"
"role.brokenspirit.doc" : "砕霊は霊が還霊を使った後に生まれる役職で、通常のキルスキルを持ち、回数はホスト設定によります。<br>霊が死亡すると、すべての砕霊が死亡します。<br>霊と砕霊の名前の後には、この陣営のみが見られる}{マークがあります。"
"options.role.brokenspirit.detail" : "砕霊は霊が還霊を使用した後に生まれる役職です。<br><b>これは Half Sugar からのプレゼントの一つです！</b>"



#附加

"role.firstStrike.name" : "閃撃"
"role.firstStrike.short" : "%"
"role.firstStrike.generalBlurb" : ""
"options.role.firstStrike.detail" : "会議終了ごと、またはゲーム開始時、<br>あなたのキルクールダウンが即座に<color=#FF0000>0秒</color>にリセットされ、<br>すぐに襲撃を仕掛けられます。<br><b>これは Half Sugar からのプレゼントの一つです！</b>"
"role.firstStrike.doc" : "会議終了ごと、またはゲーム開始時、あなたのキルクールダウンが即座に<color=#FF0000>0秒</color>にリセットされます。"


"role.imagimodi.name" : "想像力"
"role.imagimodi.generalBlurb" : "豊かな想像"
"role.imagimodi.doc" : "<b>想像力</b>のメイン職業を参照してください。"


"role.HNoiseMaker.name" : "大声"
"role.HNoiseMaker.generalBlurb" : "死んだら叫ぶ"
"role.HNoiseMaker.doc" : "大声が死亡したとき、死亡地点でアラートと矢印が表示され、「ワオ」と鳴きます。<br><b>この職業は大声の追加バージョンです。</b>"
"options.role.HNoiseMaker.noiseDuration" : "アラート持続時間"
"options.role.HNoiseMaker.detail" : "大声がキルされると警告音が鳴る。<br>おとりと一緒にプレイするのが楽しみ。<br><b>これは Half Sugar からのプレゼントの一つです！</b>"



"role.keymaster.name" : "キーマスター"
"role.keymaster.generalBlurb" : "開けゴマ"
"role.keymaster.doc" : "<b>SKELD</b>と<b>MIRAHQ</b>以外のすべてのドアを直接開けることができます。"
"options.role.keymaster.detail" : "ドアを直接開けられる"
"options.modifier.keymaster.cooldown" : "ドア開閉クールダウン"
"button.label.keymaster.open" : "ドアを開ける"


"role.hypnotized.name" : "催眠された者"
"role.hypnotized.generalBlurb" : "催眠の産物"
"role.hypnotized.doc" : "あなたはフクロウに催眠され、1回のキルチャンスを得ます。<br>制限時間内に使用しなければ自殺します。"

#死因

"state.imaginationDepression" : "鬱"
"state.partyAccident" : "舞踏会事故"
"state.brokewish" : "砕願"
"state.sanling" : "散霊"
"state.soulback" : "魂帰"

#阵营
"teams.Havenger" : "尋仇者"
"HavengerWin" : "尋仇者の勝利"
"teams.spirit" : "霊"
"spiritWin" : "霊の勝利"
