#船员



"role.referee.doc" : "招募一名玩家成为大神官。<br>若招募到内鬼或中立，可能根据设置自杀。<br><b>第一轮无法招募。</b>"
"role.referee.ability.title" : "<b>固有能力【正义裁断】</b>"
"role.referee.ability.main" : "可以招募一名玩家成为大神官。第一轮无法使用技能。"
"role.referee.doc.recruit" : "<b>招募</b><br>使目标成为大神官"
"options.role.referee.detail" : "裁判可以招募一人成为大神官。<br><b>这是半糖送给你的礼物之一！</b>"

"options.role.referee.cooldown" : "招募冷却"
"options.role.referee.uses" : "招募次数"
"options.role.referee.suicideImpostor" : "招募到内鬼时自杀"
"options.role.referee.suicideNeutral" : "招募到中立时自杀"
"options.role.referee.suicideCrewmate" : "招募到船员时自杀"
"button.label.referee.recruit" : "招募"


"role.wish.name" : "「愿」"
"role.wish.blurb" : "愿下次相遇不是阴阳两隔"
"role.wish.short" : "愿"
"role.wish.doc" : "使用<b>祈愿</b>为玩家添加标记，查看凶手信息/保护其不被放逐"
"role.wish.ability.title" : "<b>固有能力【祈愿】</b>"
"role.wish.ability.main" : "可以使用<b>祈愿</b>来为他人叠加一层标记，<br>当那人被标记，如果他死亡，你得知凶手信息。<br>如果他被放逐，将阻止本次放逐。<br>根据房主设置，<b>祈愿</b>叠加给伪装者，船员，中立阵营时，愿是否会自杀。"
"role.wish.doc.wishSkill" : "<b>祈愿</b><br>在行动阶段标记他人"
"role.wish.tips" : " "
"options.role.wish.detail" : "愿可以标记他人并产生技能效果<br><b>这是半糖送给你的礼物之一！</b>"
"options.role.wish.MarkCoolDown" : "技能冷却"
"options.role.wish.MarkMaxUses" : "技能使用次数上限"
"options.role.wish.suicideImpostor" : "祈愿伪装者时是否暴毙"
"options.role.wish.suicideNeutral" : "祈愿中立阵营是否暴毙"
"options.role.wish.suicideCrewmate" : "祈愿船员是否暴毙"
"button.label.wish.mark" : "祈愿"


"role.snitch.name" : "告密者"
"role.snitch.blurb" : "我一定会将这份情报，安全地带回去！"
"role.snitch.short" : "告密"
"role.snitch.canBeGuess.true" : "你仍然可以被赌杀"
"role.snitch.canBeGuess.false" : "你将无法被赌杀"
"role.snitch.imposter.all" : "得知所有伪装者"
"role.snitch.imposter.count" : "得知 %COUNT% 个伪装者"
"role.snitch.neutral.any" : "和所有中立"
"role.snitch.neutral.evilOnly" : "和邪恶中立"
"role.snitch.neutral.none" : ""

"options.role.snitch.detail" : "告密者做完全部任务后可以得知伪装者或者中立的位置。<br><b>这是半糖送给你的礼物之一！</b>"
"role.snitch.doc" : "告密者在做完全部的任务后，可以<b><color=#00ffff>%ImpInfo%%NeuInfo%</color></b>的位置。<br>但是当告密者剩余一个任务时，所有伪装者得到提示。届时，<b><color=#00ffff>%CanBeGuessed%</color></b>。"
"options.role.snitch.canBeGuess" : "暴露位置后可被赌杀"
"options.role.snitch.zhixiangJiGeLang" : "指向伪装者数量"
"options.role.snitch.all" : "所有"
"1" : "1"
"2" : "2"
"3" : "3"
"4" : "4"
"5" : "5"
"options.role.snitch.useSpeTask" : "特殊设置任务数量"
"options.role.snitch.TaskShuLiang" : "任务数量"
"options.role.snitch.NeCo" : "指向中立类型"
"options.role.snitch.neutral.any" : "所有中立"
"options.role.snitch.neutral.OnlyHUAIDE" : "仅邪恶中立"
"options.role.snitch.neutral.none" : "不指向中立"








#伪装者


"role.BeNothing.name" : "背叛的彗星之子"
"role.BeNothing.short" : "叛彗"
"role.BeNothing.blurb" : "给予他们致命一击"
"options.role.BeNothing.detail" : "可进入隐身状态，同时大幅提升移动速度。<br>持续时间结束后恢复正常。<br><b>这是半糖送给你的礼物之一！</b>"
"role.BeNothing.doc" : "<b>本职业为测试职业，拥有逆天+Bug双重因素。</b><br><b>正常游玩别开。</b><br>可进入隐身状态，同时大幅提升移动速度。持续时间结束后恢复正常。"
"options.role.BeNothing.cooldown" : "隐身冷却"
"options.role.BeNothing.duration" : "隐身持续时间"
"options.role.BeNothing.speedMultiplier" : "加速倍率"
"button.label.BeNothing" : "隐身"

"achievement.BeNothing.common1.title" : "？"
"achievement.BeNothing.common1.cond" : "棍母"
"achievement.BeNothing.common1.goal" : "获得邪恶的彗星之子职业"

"role.restorer.name" : "还原者"
"role.restorer.short" : "还"
"role.restorer.blurb" : "想起最纯真的自我吧"
"options.role.restorer.detail" : "选择一名玩家，在下一轮会议结束后，<br>将其职业还原为初始状态。<br><b>这是半糖送给你的礼物之一！</b>。"
"role.restorer.doc" : "还原者可以标记其他玩家，在下一轮会议结束后强制改变其职业。<br><br>使用技能选择目标，对方将被「还原」为最基础的职业：船员、内鬼或小丑。"
"role.restorer.doc.image" : "<b>还原</b><br>使目标还原为他原初的职业。<br>船员阵营-船员 内鬼阵营-内鬼 中立阵营-<b>小丑</b><br>还原可用次数为<b><color=#00ffff>%USES%次</color></b>"
"options.role.restorer.cooldown" : "还原冷却"
"options.role.restorer.skillUses" : "还原可用次数"
"button.label.restorer" : "还原"
"role.restorer.ability.title" : "<b>固有能力【原初之时】 </b>"
"role.restorer.ability.main" : "可以使用还原来还原他人的职业"
"role.restorer.tips" : "·<b>不要投出你还原的小丑哦！</b><br>·本职业借鉴<b>抹除者</b>"

"achievement.restorer.common.restored.title" : "我是谁？我在哪？"
"achievement.restorer.common.restored.cond" : ""
"achievement.restorer.common.restored.goal" : "被还原者还原职业。"


"achievement.restorer.common.win.title" : "一切都跟刚开始一样"
"achievement.restorer.common.win.cond" : ""
"achievement.restorer.common.win.goal" : "胜利一次"


"achievement.restorer.common.dead.title" : "终末"
"achievement.restorer.common.dead.cond" : "提示：也许需要被首刀？"
"achievement.restorer.common.dead.goal" : "未使用还原技能时死亡"


"achievement.restorer.challenge.same.title" : "竟然是跟我相同的魔法"
"achievement.restorer.challenge.same.cond" : ""
"achievement.restorer.challenge.same.goal" : "还原另一名还原者"


"achievement.restorer.challenge.all.title" : "还原在场所有人"
"achievement.restorer.challenge.all.cond" : "提示：建议在5人以内完成"
"achievement.restorer.challenge.all.goal" : "还原所有人的职业"


"achievement.restorer.challenge.unused.title" : "好像忘了什么？"
"achievement.restorer.challenge.unused.cond" : ""
"achievement.restorer.challenge.unused.goal" : "一整局不使用还原"


"achievement.restorer.challenge.jesterWin.title" : "天赐的欢愉！"
"achievement.restorer.challenge.jesterWin.cond" : "提示：投出前请想好后果哦"
"achievement.restorer.challenge.jesterWin.goal" : "投出被还原者还原的小丑"
"achievement.restorer.challenge.jesterWin.splitted.0" : "天赐的"
"achievement.restorer.challenge.jesterWin.splitted.1" : "失手"
"achievement.restorer.challenge.jesterWin.splitted.2" : "欢快的"










"role.objector.name" : "异议者"
"role.objector.blurb" : "我对本次会议的结果不满意"
"role.objector.doc" : "<b>本职业有bug。</b><br>你可以在会议上使用<b>异议</b>技能。<br>如果使用了异议，那么本轮所有人的投票将被转换为弃票"
"options.role.objector.detail" : "异议者可以使用技能让本轮会议投票无效<br><b>这是半糖送给你的礼物之一！</b>"
"role.objector.ability.title" : "<b>固有能力【异议裁定】</b>"
"role.objector.ability.main" : "你可以使用异议来让本轮会议所有人的投票结果更改为弃票。<br>如果你反悔了，你可以在投票结果出现前取消异议。"
"role.objector.doc.objection" : "<b>异议</b><br>在会议阶段时进行异议。最多可用<b><color=#00ffff>%USES%次</color>。</b>"
"role.objector.doc.cancel" : "<b>取消异议</b><br>可以取消异议。"
"role.objector.tips" : "<b>·不建议非匿名投票下开启本职业</b>"
"options.role.objector.uses" : "异议最大使用次数"
"objector.ui.uses" : "剩余异议次数：%LEFTUSES%"



"role.owl.name" : "猫头鹰"
"role.owl.short" : "鹰"
"role.owl.blurb" : "深夜的人为我所用！"
"role.owl.doc" : "你可以使用催眠来催眠一个人。<br>被催眠者会获得一次击杀机会，并且计算为伪装者阵营。<br>被催眠者击杀一人后回归正常。如果不击杀的时间超过了<b><color=#00ffff>%DUR%秒</color></b>，<b>被催眠者自杀。</b>"
"options.role.owl.detail" : "猫头鹰可以催眠他人。<br><b>这是半糖送给你的礼物之一！</b>"
"role.owl.ability.title" : "<b>固有能力【催眠】</b>"
"role.owl.ability.main" : ""
"role.owl.tips" : "<b>·如果使用了噬魂，你会瞬移到被催眠者身旁来击杀他，而不是无声无息地让被催眠者自杀。</b>"
"options.role.owl.cooldown" : "催眠冷却"
"options.role.owl.maxUses" : "最大催眠次数"
"options.role.owl.duration" : "被催眠者自杀时限"
"options.role.owl.privateChat" : "私密频道"
"options.role.owl.soulEatCooldown" : "噬魂冷却"
"button.label.owl.hypnotize" : "催眠"
"button.label.owl.soulEat" : "噬魂"
"button.label.owl.soulEatMeeting" : "噬魂"
"role.owl.doc.hypnotize" : "<b>催眠</b><br>催眠一个人。最多可用<b><color=#00ffff>%MAXUSES%</color></b>次。"
"role.owl.doc.soulEat" : "<b>噬魂</b><br>立即杀死被催眠者。"
"owl.chatName" : "猫头鹰"



#中立

"role.Havenger.blurb" : "以牙还牙、以命偿命"
"role.Havenger.doc" : "如果自由阶段被刀，尸体消失，并在下一轮获得寻仇状态<br>期间禁止开会，所有人禁止跳管。<br>若刀错，寻仇者与被刀者死亡、若超时，寻仇者死亡、若刀对，寻仇者胜利。"
"role.Havenger.name" : "寻仇者"
"role.Havenger.tips" : "·你的寻仇击杀次数只有一次。"
"options.role.Havenger.detail" : "寻仇者死亡后需要向凶手报仇<br><b>这是半糖送给你的礼物之一！</b>"
"role.Havenger.short" : "寻"
"options.role.Havenger.revengeDuration" : "寻仇持续时间"
"teams.Havenger" : "寻仇者"
"button.label.Havenger.kill" : "报仇"

"achievement.avenger.common.revenge.title" : "血债血偿"
"achievement.avenger.common.revenge.goal" : "击杀凶手"
"achievement.avenger.common.revenge.cond" : ""

"achievement.avenger.common.wrongKill.title" : "滥杀无辜"
"achievement.avenger.common.wrongKill.goal" : "寻仇阶段击杀非凶手"
"achievement.avenger.common.wrongKill.cond" : ""

"achievement.avenger.common.timeout.title" : "魂散"
"achievement.avenger.common.timeout.goal" : "寻仇时间结束、未击杀任何人"
"achievement.avenger.common.timeout.cond" : ""





"role.imagination.name" : "想象力"
"role.imagination.short" : "想"
"role.imagination.blurb" : "丰富的想象"
"role.imagination.doc" : "活到最后抢夺他人的胜利<br>每轮可以想象一个职业并获得其技能。"
"teams.imagination" : "想象力"
"options.role.imagination.candidateCount" : "每轮可想象职业数量"
"options.role.imagination.roleFilter" : "可想象的职业"
"options.role.imagination.detail" : "想象力可以每轮想象一个职业并获得其职业特质<br>存活到最后抢夺职业。<br><b>这是半糖送给你的礼物之一！</b>"
"role.imagination.ability.title" : "<b>固有能力【想象超群】</b>"
"role.imagination.ability.main" : "你可以在每轮会议结束或者游戏开始时选择一个职业并获得他的能力。<br>本轮结束后，你需要重新选择职业。"
"role.imagination.doc.skill" : "<b>想象</b><br>每轮自动使用、可以选择一个职业并获得其职业能力。"
"role.imagination.tips" : "<b>·某些职业选择后不会拥有他的技能。</b><br><b>·你可以抢夺胜利。</b>"

"role.imagination.prefix" : "想象的%ROLE%"
"role.imagination.select" : "选择一个职业进行想象(选择完毕后请手动关闭本窗口)"

"role.spirit.name" : "「灵」"
"role.spirit.short" : "灵"
"role.spirit.blurb" : "灵起灵碎，交付大业，灵间相连，灵又碎灵，无穷尽也"
"role.spirit.doc" : "可以使用灵击使被选中者自杀。<br>可以使用<b>还灵</b>让别人成为灵，同时你变成碎灵。"
"options.role.spirit.detail" : "将别人变成灵，共同获胜<br><b>这是半糖送给你的礼物之一！</b>"
"role.spirit.ability.title" : "<b>固有能力【灵焰】</b>"
"role.spirit.ability.main" : "拥有特殊的击杀能力，可以直接让被选中者直接自杀，次数依照房主设置。<br>当击杀次数用完后，解锁还灵技能。<br>对某人使用，可以使某人成为灵，你成为碎灵。<br>碎灵能不能击杀，击杀次数依照房主设置。<br>如果灵死亡，所有碎灵连带死亡。<br>碎灵和灵之间会有仅灵阵营可见的名字后的}{标识。"
"role.spirit.doc.sb" : "<b>还灵</b><br>将别人变成灵，自己变成碎灵"
"options.role.spirit.KillCoolDown" : "击杀冷却时间"
"options.role.spirit.KillMaxUses" : "最大击杀次数"
"options.role.spirit.SoulBack" : "可使用还灵"
"button.label.spirit.kill" : "灵击"
"button.label.spirit.sb" : "还灵"

"role.brokenspirit.name" : "「碎灵」"
"role.brokenspirit.short" : "碎"
"role.brokenspirit.blurb" : "破败不堪的一具“灵魂”"
"role.brokenspirit.doc" : "碎灵是灵使用还灵后产生的角色，拥有普通的击杀技能，次数依照房主设置。<br>当灵死亡时，所有碎灵死亡。<br>灵与碎灵的名字后会有一个}{标识，只有本阵营能看到。"
"options.role.brokenspirit.detail" : "碎灵是灵使用还灵后产生的角色。<br><b>这是半糖送给你的礼物之一！</b>"



#附加

"role.firstStrike.name" : "闪击"
"role.firstStrike.short" : "%"
"role.firstStrike.generalBlurb" : ""
"options.role.firstStrike.detail" : "每次会议结束或游戏开局时，<br>你的击杀冷却会立刻重置为<color=#FF0000>0秒</color>，<br>可立即发动一次袭击。<br><b>这是半糖送给你的礼物之一！</b>"
"role.firstStrike.doc" : "每次会议结束或游戏开局时，你的击杀冷却会立刻重置为<color=#FF0000>0秒</color>。"


"role.imagimodi.name" : "想象力"
"role.imagimodi.generalBlurb" : "丰富的想象"
"role.imagimodi.doc" : "请查看<b>想象力</b>主职业。"


"role.HNoiseMaker.name" : "大嗓门"
"role.HNoiseMaker.generalBlurb" : "死了你就叫一声"
"role.HNoiseMaker.doc" : "大嗓门死亡时，会在死亡地点发出警报、箭头提示并伴随“嗷”一声。<br><b>本职业为大嗓门的附加版本。</b>"
"options.role.HNoiseMaker.noiseDuration" : "警报持续时间"
"options.role.HNoiseMaker.detail" : "大嗓门被击杀会发出警报声。<br>跟诱饵一起玩到的有福了。<br><b>这是半糖送给你的礼物之一！</b>"



"role.keymaster.name" : "执钥"
"role.keymaster.generalBlurb" : "芝麻开门"
"role.keymaster.doc" : "你可以直接开启除了<b>SKELD</b>和<b>MIRAHQ</b>以外的所有门"
"options.role.keymaster.detail" : "你可以直接开门"
"options.modifier.keymaster.cooldown" : "开门冷却"
"button.label.keymaster.open" : "开门"


"role.hypnotized.name" : "被催眠者"
"role.hypnotized.generalBlurb" : "被催眠的产物"
"role.hypnotized.doc" : "你被猫头鹰催眠了，获得一次击杀机会。<br>限定时间内未使用你将自杀。"

#死因

"state.imaginationDepression" : "抑郁"
"state.partyAccident" : "舞会事故"
"state.brokewish" : "碎愿" 
"state.sanling" : "散灵"
"state.soulback" : "魂归"

#阵营
"teams.Havenger" : "寻仇者"
"HavengerWin" : "寻仇者胜利"
"teams.spirit" : "灵"
"spiritWin" : "灵胜利"
